Index Project Svr,DNS Name,EC2 Name,uptime or status, .. , no users,avg load for 1 , for 5 min,15 min,disk,size,GB,used,%
,www.kuali.org, ec2-174-129-193-43.compute-1.amazonaws.com,  15:00:16 up 149 days, 15:09,  0 users,  load average: 0.11, 0.11, 0.10, /dev/xvda1,8.0G,1.5G,6.2G,19%,/,,shared:www:www:production
,cal.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,ci.kc.kuali.org, ec2-174-129-80-250.compute-1.amazonaws.com, page not found, ,
,cm.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,code.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,docs.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,events.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,feeds.kuali.org,1682iaw.feedproxy.ghs.google.com, Google Hosted Services(ghs) no check,
,groups.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,home.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,test.kr.kuali.org, wsa131.uits.indiana.edu, page not found, ,
,mail.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,sites.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,video.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,kuali.sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,student.sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,moderator.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,openldap.kuali.org, ec2-72-44-63-236.compute-1.amazonaws.com, page not found, ,
,us.ready-dev.kuali.org, us1.ready-dev.kuali.org, page not found, ,
,us.ready-qa.kuali.org, us1.ready-qa.kuali.org, page not found, ,
,us.ready-staging.kuali.org, us1.ready-staging.kuali.org, page not found, ,
,testhome.kuali.org,ghs.google.co, Google Hosted Services(ghs) no check,
,wave.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
